"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00134101","1930-02","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","6","0.0","1,6","9",",6","4",",6","1",",6","14",",6","1",",6","1","1,6","21","1,6","3",",6","0",",6","0",",6","","","19300215",",1,6","19300201",",,6","19300214",",,6","","","19300224",",,6","19300224","+,,6","-25.0","1,6,15,","178",",,6,01,","38",",,6,14,","34.3",",,6,24,","20.6",",6,24,+","","","2803.5","6","436.3",",6","","","","","47.4",",,,6","51",",,,6","2.14","1,6","7.38",",,,6","-3.10","1,,,6","",""
"USC00134101","1930-03","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","6","0.0",",6","4",",6","3",",6","0",",6","0",",6","0",",6","0",",6","27",",6","1",",6","1",",6","0",",6","","","19300302",",,6","19300327","+,,6","19300325","+,,6","","","19300317",",,6","19300316",",,6","-13.9",",6,02,","0",",T,6,27,+","0",",T,6,25,+","13.7",",,6,17,","24.4",",6,16,","","","3261.1","6","457.6",",6","","","","","22.9",",,,6","0",",T,,6","3.57",",6","10.01",",,,6","-2.87",",,,6","",""
"USC00134101","1930-04","41.6093","-91.5051","195.1","IOWA CITY, IA US","13.4","6","13.4",",6","11",",6","9",",6","0",",6","0",",6","0",",6","0",",6","8",",6","0",",6","9",",6","2",",6","","","19300402",",,6","19300401",",,6","19300401",",,6","","","19300413",",,6","19300410",",,6","-2.8",",6,02,","0",",T,6,01,","0",",T,6,01,","16.0",",,6,13,","33.9",",6,10,","","","3484.6","6","223.5",",6","","","","","79.0",",,,6","0",",T,,6","11.33",",6","18.00",",,,6","4.66",",,,6","",""
"USC00134101","1930-05","41.6093","-91.5051","195.1","IOWA CITY, IA US","51.8","6","38.4",",6","13",",6","7",",6","1",",6","0",",6","0",",6","0",",6","0",",6","0",",6","19",",6","0",",6","","","19300517",",,6","19300531","+,,6","19300531","+,,6","","","19300507",",,6","19300521","+,,6","1.7",",6,17,","0",",,6,31,+","0",",,6,31,+","27.9",",,6,07,","30.6",",6,21,+","","","3579.0","6","94.4",",6","","","","","78.6",",,,6","0",",,,6","16.53",",6","22.87",",,,6","10.18",",,,6","",""
"USC00134101","1930-06","41.6093","-91.5051","195.1","IOWA CITY, IA US","144.8","6","93.0",",6","12",",6","8",",6","1",",6","0",",6","0",",6","0",",6","0",",6","0",",6","27",",6","3",",6","","","19300608",",,6","19300630","+,,6","19300630","+,,6","","","19300615",",,6","19300623",",,6","6.7",",6,08,","0",",,6,30,+","0",",,6,30,+","118.4",",,6,15,","34.4",",6,23,","","","3593.2","6","14.2",",6","","","","","212.1",",,,6","0",",,,6","20.96",",6","27.12",",,,6","14.80",",,,6","",""
"USC00134101","1930-07","41.6093","-91.5051","195.1","IOWA CITY, IA US","354.9","6","210.1",",6","5",",6","3",",6","1",",6","0",",6","0",",6","0",",6","0",",6","0",",6","31",",6","17",",6","","","19300715",",,6","19300731","+,,6","19300731","+,,6","","","19300705",",,6","19300727",",,6","9.4",",6,15,","0",",,6,31,+","0",",,6,31,+","31.2",",,6,05,","39.4",",6,27,","","","1.4","6","1.4",",6","","","","","44.2",",,,6","0",",,,6","25.07",",6","32.03",",,,6","18.10",",,,6","",""
"USC00134101","1930-08","41.6093","-91.5051","195.1","IOWA CITY, IA US","511.4","6","156.5",",6","11",",6","4",",6","0",",6","0",",6","0",",6","0",",6","0",",6","0",",6","31",",6","11",",6","","","19300811",",,6","19300831","+,,6","19300831","+,,6","","","19300817",",,6","19300803",",,6","9.4",",6,11,","0",",,6,31,+","0",",,6,31,+","19.3",",,6,17,","41.7",",6,03,","","","1.7","6","0.3",",6","","","","","48.6",",,,6","0",",,,6","23.37",",6","30.60",",,,6","16.15",",,,6","",""
"USC00134101","1930-09","41.6093","-91.5051","195.1","IOWA CITY, IA US","595.2","6","83.8",",6","3",",6","3",",6","2",",6","0",",6","0",",6","0",",6","0",",6","0",",6","25",",6","8",",6","","","19300928",",,6","19300930","+,,6","19300930","+,,6","","","19300926",",,6","19300913",",,6","2.2",",6,28,","0",",,6,30,+","0",",,6,30,+","121.9",",,6,26,","35.6",",6,13,","","","40.9","6","39.2",",6","","","","","159.5",",,,6","0",",,,6","19.82",",6","27.49",",,,6","12.14",",,,6","",""
"USC00134101","1930-10","41.6093","-91.5051","195.1","IOWA CITY, IA US","610.8","6","15.6",",6","9",",6","4",",6","1",",6","1",",6","0",",6","0",",6","11",",6","0",",6","8",",6","0",",6","","","19301021",",,6","19301030",",,6","19301030",",,6","","","19301007",",,6","19301010",",,6","-7.8",",6,21,","25",",,6,30,","13",",,6,30,","43.9",",,6,07,","30.6",",6,10,","","","295.3","6","254.4",",6","","","","","64.8",",,,6","13",",,,6","10.63",",6","15.63",",,,6","5.63",",,,6","",""
"USC00134101","1930-11","41.6093","-91.5051","195.1","IOWA CITY, IA US","610.8","6","0.0",",6","7",",6","6",",6","0",",6","5",",6","1",",6","1",",6","16",",6","3",",6","1",",6","0",",6","","","19301128",",,6","19301125",",,6","19301125",",,6","","","19301129","+,,6","19301119",",,6","-18.9",",6,28,","76",",,6,25,","76",",,6,25,","12.7",",,6,29,+","23.9",",6,19,","","","682.8","6","387.5",",6","","","","","43.9",",,,6","76",",,,6","5.42",",6","11.85",",,,6","-1.02",",,,6","",""
"USC00134101","1930-12","41.6093","-91.5051","195.1","IOWA CITY, IA US","610.8","6","0.0",",6","6",",6","3",",6","0",",6","19",",6","2",",6","2",",6","29",",6","15",",6","0",",6","0",",6","","","19301216",",,6","19301220","+,,6","19301213",",,6","","","19301205",",,6","19301209",",,6","-21.1",",6,16,","127",",,6,20,+","102",",,6,13,","14.7",",,6,05,","11.1",",6,09,","","","1358.5","6","675.7",",6","","","","","30.5",",,,6","179",",,,6","-3.46",",6","0.61",",,,6","-7.54",",,,6","",""
"USC00134101","1931-01","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","6","0.0",",6","2",",6","1",",6","0",",6","13",",6","1",",6","1",",6","29",",6","5",",6","0",",6","0",",6","","","19310121",",,6","19310119","+,,6","19310118",",,6","","","19310118",",,6","19310130","+,,6","-20.6",",6,21,","152",",,6,19,+","140",",,6,18,","18.3",",,6,18,","10.0",",6,30,+","","","1971.5","6","613.0",",6","","","","","19.1",",,,6","153",",,,6","-1.44",",6","3.21",",,,6","-6.09",",,,6","",""
"USC00134101","1931-02","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","6","0.0",",6","2",",6","1",",6","0",",6","0",",6","0",",6","0",",6","25",",6","0",",6","0",",6","0",",6","","","19310214",",,6","19310206",",,6","19310219","+,,6","","","19310206",",,6","19310227",",,6","-13.3",",6,14,","0",",T,6,06,","0",",T,6,19,+","5.1",",,6,06,","15.6",",6,27,","","","2429.8","6","458.3",",6","","","","","5.9",",,,6","0",",T,,6","1.97",",6","7.28",",,,6","-3.35",",,,6","",""
"USC00134101","1931-03","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","6","0.0",",6","10",",6","3",",6","0",",6","6",",6","3",",6","0",",6","23",",6","0",",6","0",",6","0",",6","","","19310330",",,6","19310328",",,6","19310328",",,6","","","19310328",",,6","19310322",",,6","-10.0",",6,30,","178",",,6,28,","178",",,6,28,","20.3",",,6,28,","14.4",",6,22,","","","2933.0","6","503.2",",6","","","","","39.9",",,,6","241",",,,6","2.10",",6","6.93",",,,6","-2.73",",,,6","",""
"USC00134101","1931-04","41.6093","-91.5051","195.1","IOWA CITY, IA US","2.5","6","2.5",",6","10",",6","7",",6","0",",6","3",",6","0",",6","0",",6","9",",6","0",",6","12",",6","0",",6","","","19310401",",,6","19310401",",,6","19310422","+,,6","","","19310421",",,6","19310408",",,6","-4.4",",6,01,","51",",,6,01,","0",",T,6,22,+","19.6",",,6,21,","29.4",",6,08,","","","3169.7","6","236.7",",6","","","","","74.5",",,,6","0",",T,,6","10.53",",6","17.12",",,,6","3.93",",,,6","",""
"USC00134101","1931-05","41.6093","-91.5051","195.1","IOWA CITY, IA US","20.5","6","18.0",",6","9",",6","7",",6","0",",6","0",",6","0",",6","0",",6","1",",6","0",",6","17",",6","0",",6","","","19310507",",,6","19310531","+,,6","19310531","+,,6","","","19310529","+,,6","19310527",",,6","-2.8",",6,07,","0",",,6,31,+","0",",,6,31,+","17.8",",,6,29,+","31.1",",6,27,","","","3317.2","6","147.5",",6","","","","","62.3",",,,6","0",",,,6","14.15",",6","20.64",",,,6","7.67",",,,6","",""
"USC00134101","1931-06","41.6093","-91.5051","195.1","IOWA CITY, IA US","197.5","6","177.0",",6","8",",6","5",",6","1",",6","0",",6","0",",6","0",",6","0",",6","0",",6","28",",6","11",",6","","","19310608",",,6","19310630","+,,6","19310630","+,,6","","","19310606",",,6","19310628",",,6","5.6",",6,08,","0",",,6,30,+","0",",,6,30,+","40.6",",,6,06,","38.9",",6,28,","","","3333.0","6","15.8",",6","","","","","77.7",",,,6","0",",,,6","23.71",",6","30.06",",,,6","17.35",",,,6","",""
"USC00134101","1931-07","41.6093","-91.5051","195.1","IOWA CITY, IA US","418.3","6","220.8",",6","9",",6","6",",6","1",",6","0",",6","0",",6","0",",6","0",",6","0",",6","31",",6","15",",6","","","19310708",",,6","19310731","+,,6","19310731","+,,6","","","19310720",",,6","19310730",",,6","10.6",",6,08,","0",",,6,31,+","0",",,6,31,+","26.2",",,6,20,","38.9",",6,30,","","","0.0","6","0.0",",6","","","","","76.2",",,,6","0",",,,6","25.45",",6","32.51",",,,6","18.40",",,,6","",""
"USC00134101","1931-08","41.6093","-91.5051","195.1","IOWA CITY, IA US","550.8","6","132.5",",6","8",",6","3",",6","1",",6","0",",6","0",",6","0",",6","0",",6","0",",6","31",",6","9",",6","","","19310829","+,,6","19310831","+,,6","19310831","+,,6","","","19310802",",,6","19310808","+,,6","7.8",",6,29,+","0",",,6,31,+","0",",,6,31,+","28.7",",,6,02,","35.0",",6,08,+","","","1.1","6","1.1",",6","","","","","47.3",",,,6","0",",,,6","22.57",",6","29.71",",,,6","15.43",",,,6","",""
"USC00134101","1931-09","41.6093","-91.5051","195.1","IOWA CITY, IA US","687.5","6","136.7",",6","13",",6","5",",6","3",",6","0",",6","0",",6","0",",6","0",",6","0",",6","27",",6","11",",6","","","19310927",",,6","19310930","+,,6","19310930","+,,6","","","19310925",",,6","19310910",",,6","5.6",",6,27,","0",",,6,30,+","0",",,6,30,+","47.2",",,6,25,","36.7",",6,10,","","","28.2","6","27.1",",6","","","","","164.6",",,,6","0",",,,6","21.99",",6","28.27",",,,6","15.71",",,,6","",""
"USC00134101","1931-10","41.6093","-91.5051","195.1","IOWA CITY, IA US","705.1","6","17.6",",6","14",",6","9",",6","0",",6","0",",6","0",",6","0",",6","0",",6","0",",6","14",",6","0",",6","","","19311018","+,,6","19311031","+,,6","19311031","+,,6","","","19311023",",,6","19311004",",,6","1.1",",6,18,+","0",",,6,31,+","0",",,6,31,+","22.4",",,6,23,","30.0",",6,04,","","","162.7","6","134.5",",6","","","","","87.5",",,,6","0",",,,6","14.56",",6","19.67",",,,6","9.45",",,,6","",""
"USC00134101","1931-11","41.6093","-91.5051","195.1","IOWA CITY, IA US","705.7","6","0.6",",6","11",",6","9",",6","2",",6","0",",6","1",",6","0",",6","11",",6","2",",6","3",",6","0",",6","","","19311125",",,6","19311128","+,,6","19311127",",,6","","","19311117",",,6","19311116","+,,6","-7.8",",6,25,","0",",T,6,28,+","25",",,6,27,","32.0",",,6,17,","24.4",",6,16,+","","","465.6","6","302.9",",6","","","","","127.4",",,,6","25",",,,6","8.26",",6","13.25",",,,6","3.26",",,,6","",""
"USC00134101","1931-12","41.6093","-91.5051","195.1","IOWA CITY, IA US","705.7","6","0.0",",6","13",",6","7",",6","0",",6","6",",6","3",",6","0",",6","20",",6","1",",6","0",",6","0",",6","","","19311214",",,6","19311231","+,,6","19311209",",,6","","","19311231",",,6","19311218",",,6","-10.6",",6,14,","51",",,6,31,+","76",",,6,09,","21.8",",,6,31,","12.2",",6,18,","","","972.2","6","506.6",",6","","","","","65.6",",,,6","152",",,,6","1.99",",6","5.53",",,,6","-1.55",",,,6","",""
"USC00134101","1932-01","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","6","0.0",",6","10",",6","5",",6","0",",6","2",",6","0",",6","2",",6","28",",6","11",",6","0",",6","0",",6","","","19320130",",,6","19320126","+,,6","19320126",",,6","","","19320105",",,6","19320125",",,6","-21.1",",6,30,","25",",,6,26,+","13",",,6,26,","15.2",",,6,05,","8.3",",6,25,","","","1615.2","6","643.0",",6","","","","","35.5",",,,6","13",",,,6","-2.41",",6","1.20",",,,6","-6.01",",,,6","",""
"USC00134101","1932-02","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","6","0.0",",6","5",",6","1",",6","0",",6","1",",6","1",",6","0",",6","26",",6","3",",6","0",",6","0",",6","","","19320204",",,6","19320204",",,6","19320204",",,6","","","19320216",",,6","19320228",",,6","-15.0",",6,04,","51",",,6,04,","51",",,6,04,","3.8",",,6,16,","18.9",",6,28,","","","2134.9","6","519.7",",6","","","","","6.9",",,,6","51",",,,6","0.41",",6","6.15",",,,6","-5.32",",,,6","",""
"USC00134101","1932-03","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","6","0.0",",6","7",",6","4",",6","0",",6","15",",6","3",",6","3",",6","24",",6","11",",6","1",",6","0",",6","","","19320308",",,6","19320321",",,6","19320321",",,6","","","19320321",",,6","19320329",",,6","-18.3",",6,08,","305",",,6,21,","305",",,6,21,","20.3",",,6,21,","22.2",",6,29,","","","2752.3","6","617.4",",6","","","","","47.0",",,,6","406",",,,6","-1.58",",6","3.03",",,,6","-6.20",",,,6","",""
"USC00134101","1932-04","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.5","6","0.5",",6","10",",6","6",",6","0",",6","0",",6","0",",6","0",",6","7",",6","0",",6","6",",6","0",",6","","","19320414","+,,6","19320430","+,,6","19320430","+,,6","","","19320407",",,6","19320422","+,,6","-2.2",",6,14,+","0",",,6,30,+","0",",,6,30,+","21.1",",,6,07,","26.1",",6,22,+","","","3001.1","6","248.8",",6","","","","","56.1",",,,6","0",",,,6","10.06",",6","16.39",",,,6","3.73",",,,6","",""
"USC00134101","1932-05","41.6093","-91.5051","195.1","IOWA CITY, IA US","26.7","6","26.2",",6","9",",6","5",",6","1",",6","0",",6","0",",6","0",",6","1",",6","0",",6","27",",6","1",",6","","","19320502",",,6","19320531","+,,6","19320531","+,,6","","","19320507",",,6","19320514",",,6","0.0",",6,02,","0",",,6,31,+","0",",,6,31,+","32.8",",,6,07,","32.8",",6,14,","","","3063.3","6","62.2",",6","","","","","81.7",",,,6","0",",,,6","17.17",",6","24.39",",,,6","9.95",",,,6","",""
"USC00134101","1932-06","41.6093","-91.5051","195.1","IOWA CITY, IA US","159.1","6","132.4",",6","13",",6","9",",6","2",",6","0",",6","0",",6","0",",6","0",",6","0",",6","30",",6","5",",6","","","19320602",",,6","19320630","+,,6","19320630","+,,6","","","19320618",",,6","19320625",",,6","12.8",",6,02,","0",",,6,30,+","0",",,6,30,+","39.9",",,6,18,","33.9",",6,25,","","","3063.3","6","0.0",",6","","","","","142.0",",,,6","0",",,,6","22.75",",6","29.07",",,,6","16.42",",,,6","",""
"USC00134101","1932-07","41.6093","-91.5051","195.1","IOWA CITY, IA US","341.5","6","182.4",",6","8",",6","4",",6","1",",6","0",",6","0",",6","0",",6","0",",6","0",",6","31",",6","14",",6","","","19320702",",,6","19320731","+,,6","19320731","+,,6","","","19320710",",,6","19320715",",,6","9.4",",6,02,","0",",,6,31,+","0",",,6,31,+","34.8",",,6,10,","36.7",",6,15,","","","0.3","6","0.3",",6","","","","","81.3",",,,6","0",",,,6","24.21",",6","31.03",",,,6","17.39",",,,6","",""
"USC00134101","1932-08","41.6093","-91.5051","195.1","IOWA CITY, IA US","464.9","6","123.4",",6","12",",6","11",",6","2",",6","0",",6","0",",6","0",",6","0",",6","0",",6","31",",6","3",",6","","","19320819",",,6","19320831","+,,6","19320831","+,,6","","","19320802",",,6","19320830",",,6","10.0",",6,19,","0",",,6,31,+","0",",,6,31,+","79.5",",,6,02,","33.9",",6,30,","","","2.5","6","2.2",",6","","","","","224.4",",,,6","0",",,,6","22.24",",6","27.94",",,,6","16.55",",,,6","",""
"USC00134101","1932-09","41.6093","-91.5051","195.1","IOWA CITY, IA US","489.0","6","24.1",",6","7",",6","3",",6","0",",6","0",",6","0",",6","0",",6","0",",6","0",",6","26",",6","0",",6","","","19320930",",,6","19320930","+,,6","19320930","+,,6","","","19320912",",,6","19320919",",,6","1.7",",6,30,","0",",,6,30,+","0",",,6,30,+","9.1",",,6,12,","30.6",",6,19,","","","60.4","6","57.9",",6","","","","","24.9",",,,6","0",",,,6","17.21",",6","24.38",",,,6","10.03",",,,6","",""
"USC00134101","1932-10","41.6093","-91.5051","195.1","IOWA CITY, IA US","489.0","6","0.0","2,6","8",",6","6",",6","0",",6","0",",6","0",",6","0",",6","7",",6","0","2,6","9","2,6","0","2,6","","","19321030",",,6","19321031","+,,6","19321010",",,6","","","19321003",",,6","19321002",",2,6","-5.0",",6,30,","0",",,6,31,+","0",",T,6,10,","24.6",",,6,03,","28.3","2,6,02,","","","293.7","6","233.3","2,6","","","","","86.6",",,,6","0",",T,,6","10.22","2,6","16.50","2,,,6","3.95",",,,6","",""
"USC00134101","1932-11","41.6093","-91.5051","195.1","IOWA CITY, IA US","489.0","6","0.0",",6","4",",6","2",",6","0",",6","0",",6","0",",6","0",",6","25",",6","4",",6","0",",6","0",",6","","","19321119",",,6","19321115","+,,6","19321115","+,,6","","","19321108",",,6","19321107","+,,6","-12.2",",6,19,","0",",T,6,15,+","0",",T,6,15,+","18.5",",,6,08,","16.1",",6,07,+","","","796.9","6","503.2",",6","","","","","26.7",",,,6","0",",T,,6","1.56",",6","7.16",",,,6","-4.04",",,,6","",""
"USC00134101","1932-12","41.6093","-91.5051","195.1","IOWA CITY, IA US","489.0","6","0.0",",6","6",",6","4",",6","0",",6","13",",6","2",",6","6",",6","26",",6","13",",6","0",",6","0",",6","","","19321216",",,6","19321211",",,6","19321211",",,6","","","19321224",",,6","19321201",",,6","-25.6",",6,16,","102",",,6,11,","102",",,6,11,","19.8",",,6,24,","15.0",",6,01,","","","1484.3","6","687.4",",6","","","","","55.4",",,,6","140",",,,6","-3.84",",6","0.99",",,,6","-8.67",",,,6","",""
"USC00134101","1933-01","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","6","0.0",",6","5",",6","2",",6","0",",6","4",",6","1",",6","0",",6","27",",6","2",",6","0",",6","0",",6","","","19330114",",,6","19330129","+,,6","19330127",",,6","","","19330118",",,6","19330115","+,,6","-14.4",",6,14,","25",",,6,29,+","25",",,6,27,","10.4",",,6,18,","12.8",",6,15,+","","","2012.5","6","528.2",",6","","","","","18.4",",,,6","38",",,,6","1.30",",6","6.65",",,,6","-4.06",",,,6","",""
"USC00134101","1933-02","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","6","0.0",",6","2",",6","1",",6","0",",6","12",",6","1",",6","7",",6","27",",6","11",",6","0",",6","0",",6","","","19330209",",,6","19330209","+,,6","19330207",",,6","","","19330207",",,6","19330223",",,6","-30.6",",6,09,","102",",,6,09,+","102",",,6,07,","5.6",",,6,07,","16.7",",6,23,","","","2648.2","6","635.7",",6","","","","","5.9",",,,6","115",",,,6","-4.37",",6","1.62",",,,6","-10.36",",,,6","",""
"USC00134101","1933-03","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","6","0.0",",6","10",",6","7",",6","0",",6","4",",6","3",",6","0",",6","22",",6","3",",6","0",",6","0",",6","","","19330310",",,6","19330324","+,,6","19330324",",,6","","","19330331",",,6","19330312",",,6","-15.0",",6,10,","25",",,6,24,+","51",",,6,24,","16.5",",,6,31,","19.4",",6,12,","","","3125.6","6","477.4",",6","","","","","62.6",",,,6","114",",,,6","2.93",",6","7.94",",,,6","-2.07",",,,6","",""
"USC00134101","1933-04","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","6","0.0",",6","7",",6","4",",6","0",",6","0",",6","1",",6","0",",6","6",",6","0",",6","3",",6","0",",6","","","19330427",",,6","19330414",",,6","19330414",",,6","","","19330414",",,6","19330429","+,,6","-3.9",",6,27,","0",",T,6,14,","51",",,6,14,","12.7",",,6,14,","23.9",",6,29,+","","","3391.6","6","266.0",",6","","","","","35.1",",,,6","51",",,,6","9.47",",6","15.28",",,,6","3.65",",,,6","",""
"USC00134101","1933-05","41.6093","-91.5051","195.1","IOWA CITY, IA US","29.4","6","29.4",",6","18",",6","14",",6","1",",6","0",",6","0",",6","0",",6","0",",6","0",",6","21",",6","0",",6","","","19330504",",,6","19330531","+,,6","19330531","+,,6","","","19330502",",,6","19330523",",,6","2.2",",6,04,","0",",,6,31,+","0",",,6,31,+","68.3",",,6,02,","28.9",",6,23,","","","3480.0","6","88.4",",6","","","","","215.8",",,,6","0",",,,6","16.43",",6","21.94",",,,6","10.92",",,,6","",""
"USC00134101","1933-06","41.6093","-91.5051","195.1","IOWA CITY, IA US","236.9","6","207.5",",6","7",",6","5",",6","3",",6","0",",6","0",",6","0",",6","0",",6","0",",6","30",",6","19",",6","","","19330614",",,6","19330630","+,,6","19330630","+,,6","","","19330630",",,6","19330624",",,6","5.6",",6,14,","0",",,6,30,+","0",",,6,30,+","45.5",",,6,30,","37.2",",6,24,","","","3487.2","6","7.2",",6","","","","","131.0",",,,6","0",",,,6","25.01",",6","32.74",",,,6","17.28",",,,6","",""
"USC00134101","1933-07","41.6093","-91.5051","195.1","IOWA CITY, IA US","417.3","6","180.4",",6","5",",6","4",",6","1",",6","0",",6","0",",6","0",",6","0",",6","0",",6","31",",6","14",",6","","","19330725",",,6","19330731","+,,6","19330731","+,,6","","","19330709",",,6","19330730","+,,6","11.1",",6,25,","0",",,6,31,+","0",",,6,31,+","42.2",",,6,09,","35.0",",6,30,+","","","0.0","6","0.0",",6","","","","","66.8",",,,6","0",",,,6","24.15",",6","30.73",",,,6","17.58",",,,6","",""
"USC00134101","1933-08","41.6093","-91.5051","195.1","IOWA CITY, IA US","525.1","6","107.8",",6","9",",6","5",",6","1",",6","0",",6","0",",6","0",",6","0",",6","0",",6","31",",6","1",",6","","","19330814",",,6","19330831","+,,6","19330831","+,,6","","","19330807",",,6","19330807",",,6","10.0",",6,14,","0",",,6,31,+","0",",,6,31,+","33.3",",,6,07,","32.8",",6,07,","","","2.2","6","2.2",",6","","","","","67.9",",,,6","0",",,,6","21.74",",6","28.35",",,,6","15.12",",,,6","",""
"USC00134101","1933-09","41.6093","-91.5051","195.1","IOWA CITY, IA US","638.0","6","112.9",",6","10",",6","6",",6","0",",6","0",",6","0",",6","0",",6","0",",6","0",",6","27",",6","10",",6","","","19330927",",,6","19330930","+,,6","19330930","+,,6","","","19330926",",,6","19330909",",,6","3.3",",6,27,","0",",,6,30,+","0",",,6,30,+","23.6",",,6,26,","36.7",",6,09,","","","26.4","6","24.2",",6","","","","","72.7",",,,6","0",",,,6","21.29",",6","28.35",",,,6","14.22",",,,6","",""
