STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,AWND,AWND_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HN01,HN01_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,HX01,HX01_ATTRIBUTES,LN01,LN01_ATTRIBUTES,LX01,LX01_ATTRIBUTES,MN01,MN01_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MX01,MX01_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES
USW00023065,1935-07,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,387.7,6,291.6,",6",3,",6",1,",6",0,",6",,,0,",6",0,",6",0,",6",0,",6",31,",6",30,",6",,,,,19350716,"+,,6",,,19350731,"+,,6",,,19350708,",,6",19350730,",,6",15,",6,16,+",,,0,",,6,31,+",11.4,",,6,08,",41.1,",6,30,",,,0,6,,,0,",6",,,,,,,,,,,,,,,14.2,",,,6",,,,,,,0,",,,6",27.74,",6",36.93,",,,6",18.55,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1935-08,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,607.3,6,219.6,",6",5,",6",3,",6",1,",6",,,0,",6",0,",6",0,",6",0,",6",31,",6",22,",6",,,,,19350830,",,6",,,19350831,"+,,6",,,19350825,",,6",19350807,"+,,6",9.4,",6,30,",,,0,",,6,31,+",70.6,",,6,25,",40.6,",6,07,+",,,3.3,6,,,3.3,",6",,,,,,,,,,,,,,,86.7,",,,6",,,,,,,0,",,,6",25.31,",6",33.84,",,,6",16.78,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1935-09,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,681.5,6,74.2,"1,6",6,",6",5,",6",1,",6",,,1,",6",0,",6",1,",6",0,"1,6",24,"1,6",8,"1,6",,,,,19350927,",,6",,,19350927,",,6",,,19350907,",,6",19350919,",1,6",0,",6,27,",,,76,",,6,27,",26.7,",,6,07,",37.2,"1,6,19,",,,50,6,,,46.7,"1,6",,,,,,,,,,,,,,,62.4,",,,6",,,,,,,76,",,,6",19.19,"1,6",27.59,"1,,,6",10.8,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1935-10,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,684.3,6,2.8,",6",5,",6",1,",6",0,",6",,,,,0,",6",7,",6",0,",6",16,",6",0,",6",,,,,19351031,",,6",,,,,,,19351031,",,6",19351012,",,6",-8.3,",6,31,",,,,,2.5,",,6,31,",29.4,",6,12,",,,251.7,6,,,201.7,",6",,,,,,,,,,,,,,,6.8,",,,6",,,,,,,,,11.92,",6",19.43,",,,6",4.4,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1935-11,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,684.3,6,0,",6",7,",6",3,",6",0,",6",,,1,",6",0,",6",29,",6",2,",6",2,",6",0,",6",,,,,19351111,",,6",,,19351110,",,6",,,19351126,",,6",19351108,",,6",-12.8,",6,11,",,,25,",,6,10,",11.7,",,6,26,",22.8,",6,08,",,,713.4,6,,,461.7,",6",,,,,,,,,,,,,,,19.1,",,,6",,,,,,,25,",,,6",2.94,",6",9.83,",,,6",-3.94,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1935-12,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,684.3,6,0,",6",2,",6",0,",6",0,",6",,,0,",6",0,",6",31,",6",3,",6",0,",6",0,",6",,,,,19351225,",,6",,,19351228,",,6",,,19351228,",,6",19351206,",,6",-13.9,",6,25,",,,13,",,6,28,",1.3,",,6,28,",16.7,",6,06,",,,1253,6,,,539.6,",6",,,,,,,,,,,,,,,2.1,",,,6",,,,,,,13,",,,6",0.93,",6",7.62,",,,6",-5.76,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1936-01,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,0,6,0,",6",5,",6",2,",6",0,",6",,,2,",6",2,",6",29,",6",7,",6",0,",6",0,",6",,,,,19360118,"+,,6",,,19360117,"+,,6",,,19360117,",,6",19360111,",,6",-17.8,",6,18,+",,,25,",,6,17,+",3.3,",,6,17,",18.9,",6,11,",,,1865.6,6,,,612.6,",6",,,,,,,,,,,,,,,8.4,",,,6",,,,,,,71,",,,6",-1.43,",6",5.56,",,,6",-8.42,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1936-02,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,0,6,0,",6",2,",6",0,",6",0,",6",,,0,",6",13,",6",28,",6",14,",6",2,",6",0,",6",,,,,19360208,",,6",,,19360203,",,6",,,19360203,",,6",19360222,",,6",-30,",6,08,",,,23,",,6,03,",2.3,",,6,03,",24.4,",6,22,",,,2559.6,6,,,694,",6",,,,,,,,,,,,,,,3.3,",,,6",,,,,,,33,",,,6",-5.6,",6",3,",,,6",-14.2,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1936-03,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,0,6,0,",6",3,",6",1,",6",0,",6",,,1,",6",0,",6",24,",6",1,",6",6,",6",0,",6",,,,,19360331,"+,,6",,,19360323,",,6",,,19360323,",,6",19360309,",,6",-9.4,",6,31,+",,,36,",,6,23,",3.6,",,6,23,",26.1,",6,09,",,,2936.3,6,,,376.7,",6",,,,,,,,,,,,,,,4.6,",,,6",,,,,,,46,",,,6",6.18,",6",15.03,",,,6",-2.67,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1936-04,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,1.7,6,1.7,",6",6,",6",3,",6",0,",6",,,2,",6",1,",6",10,",6",2,",6",17,",6",0,",6",,,,,19360402,",,6",,,19360405,",,6",,,19360405,",,6",19360423,",,6",-17.8,",6,02,",,,51,",,6,05,",5.1,",,6,05,",30.6,",6,23,",,,3162.9,6,,,226.6,",6",,,,,,,,,,,,,,,16.5,",,,6",,,,,,,94,",,,6",10.84,",6",20.08,",,,6",1.6,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1936-05,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,43,6,41.3,",6",12,",6",4,",6",2,",6",,,0,",6",0,",6",0,",6",0,",6",23,",6",5,",6",,,,,19360509,",,6",,,19360531,"+,,6",,,19360508,",,6",19360515,"+,,6",3.9,",6,09,",,,0,",,6,31,+",38.6,",,6,08,",34.4,",6,15,+",,,3234.9,6,,,72,",6",,,,,,,,,,,,,,,105.3,",,,6",,,,,,,0,",,,6",17.34,",6",24.31,",,,6",10.37,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1936-06,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,223.4,6,180.4,",6",4,",6",1,",6",0,",6",,,0,",6",0,",6",0,",6",0,",6",27,",6",18,",6",,,,,19360603,"+,,6",,,19360630,"+,,6",,,19360610,",,6",19360618,",,6",8.9,",6,03,+",,,0,",,6,30,+",5.8,",,6,10,",42.8,",6,18,",,,3250.5,6,,,15.6,",6",,,,,,,,,,,,,,,10.8,",,,6",,,,,,,0,",,,6",23.83,",6",32.61,",,,6",15.04,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1936-07,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,517.4,6,294,",6",3,",6",2,",6",1,",6",,,0,",6",0,",6",0,",6",0,",6",31,",6",27,",6",,,,,19360701,",,6",,,19360731,"+,,6",,,19360729,",,6",19360725,"+,,6",12.8,",6,01,",,,0,",,6,31,+",54.4,",,6,29,",43.3,",6,25,+",,,0.3,6,,,0.3,",6",,,,,,,,,,,,,,,58.9,",,,6",,,,,,,0,",,,6",27.81,",6",36.75,",,,6",18.87,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1936-08,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,757.6,6,240.2,",6",8,",6",1,",6",0,",6",,,0,",6",0,",6",0,",6",0,",6",31,",6",22,",6",,,,,19360829,",,6",,,19360831,"+,,6",,,19360806,",,6",19360811,",,6",10,",6,29,",,,0,",,6,31,+",17.8,",,6,06,",41.1,",6,11,",,,0.3,6,,,0,",6",,,,,,,,,,,,,,,24.5,",,,6",,,,,,,0,",,,6",26.08,",6",34.73,",,,6",17.43,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1936-09,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,862.6,6,105,",6",6,",6",4,",6",1,",6",,,0,",6",0,",6",1,",6",0,",6",25,",6",12,",6",,,,,19360928,",,6",,,19360928,",,6",,,19360928,",,6",19360910,",,6",0,",6,28,",,,0,",T,6,28,",30.7,",,6,28,",37.8,",6,10,",,,56.5,6,,,56.2,",6",,,,,,,,,,,,,,,64.8,",,,6",,,,,,,0,",T,,6",19.96,",6",27.97,",,,6",11.95,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1936-10,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,865.1,6,2.5,",6",4,",6",3,",6",0,",6",,,1,",6",0,",6",8,",6",1,",6",16,",6",0,",6",,,,,19361022,",,6",,,19361021,",,6",,,19361025,",,6",19361012,",,6",-7.2,",6,22,",,,38,",,6,21,",7.1,",,6,25,",30.6,",6,12,",,,281.1,6,,,224.6,",6",,,,,,,,,,,,,,,16.2,",,,6",,,,,,,48,",,,6",11.17,",6",19.13,",,,6",3.21,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1936-11,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,865.1,6,0,",6",2,",6",0,",6",0,",6",,,0,",6",0,",6",24,",6",1,",6",1,",6",0,",6",,,,,19361103,",,6",,,19361102,",,6",,,19361102,",,6",19361116,",,6",-13.3,",6,03,",,,10,",,6,02,",1,",,6,02,",22.8,",6,16,",,,665.1,6,,,384,",6",,,,,,,,,,,,,,,1.3,",,,6",,,,,,,13,",,,6",5.53,",6",13.97,",,,6",-2.9,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1936-12,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,865.1,6,0,",6",7,",6",1,",6",0,",6",,,1,",6",0,",6",30,",6",4,",6",0,",6",0,",6",,,,,19361231,",,6",,,19361201,",,6",,,19361201,",,6",19361224,",,6",-15,",6,31,",,,30,",,6,01,",6.1,",,6,01,",18.3,",6,24,",,,1182.2,6,,,517.1,",6",,,,,,,,,,,,,,,11.4,",,,6",,,,,,,60,",,,6",1.65,",6",8.28,",,,6",-4.98,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1937-01,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,0,6,0,",6",11,",6",1,",6",0,",6",,,1,",6",10,",6",31,",6",16,",6",0,",6",0,",6",,,,,19370108,",,6",,,19370120,",,6",,,19370120,",,6",19370116,",,6",-25.6,",6,08,",,,28,",,6,20,",2.8,",,6,20,",12.8,",6,16,",,,1994.7,6,,,812.5,",6",,,,,,,,,,,,,,,7.8,",,,6",,,,,,,75,",,,6",-7.88,",6",-0.97,",,,6",-14.78,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1937-02,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,0,6,0,",6",3,",6",2,",6",0,",6",,,2,",6",1,",6",26,",6",3,",6",1,",6",0,",6",,,,,19370201,",,6",,,19370227,",,6",,,19370227,",,6",19370218,",,6",-20,",6,01,",,,41,",,6,27,",4.1,",,6,27,",21.1,",6,18,",,,2473.3,6,,,478.6,",6",,,,,,,,,,,,,,,7.9,",,,6",,,,,,,79,",,,6",1.24,",6",9.56,",,,6",-7.08,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1937-03,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,0,6,0,",6",10,",6",6,",6",0,",6",,,,,0,",6",27,",6",7,",6",0,",6",0,",6",,,,,19370315,",,6",,,,,,,19370324,",,6",19370306,",,6",-12.2,",6,15,",,,,,24.9,",,6,24,",20.6,",6,06,",,,2952.4,6,,,479.1,",6",,,,,,,,,,,,,,,50.4,",,,6",,,,,,,,,2.88,",6",9.5,",,,6",-3.74,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1937-04,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,2.2,6,2.2,",6",6,",6",3,",6",0,",6",,,1,",6",0,",6",11,",6",0,",6",14,",6",1,",6",,,,,19370408,",,6",,,19370423,",,6",,,19370429,",,6",19370422,",,6",-3.9,",6,08,",,,36,",,6,23,",5.6,",,6,29,",32.2,",6,22,",,,3183.7,6,,,231.3,",6",,,,,,,,,,,,,,,17.5,",,,6",,,,,,,36,",,,6",10.7,",6",19.59,",,,6",1.8,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1937-05,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,35.8,6,33.6,",6",9,",6",2,",6",0,",6",,,0,",6",0,",6",0,",6",0,",6",26,",6",5,",6",,,,,19370501,",,6",,,19370531,"+,,6",,,19370503,",,6",19370519,",,6",2.8,",6,01,",,,0,",,6,31,+",4.6,",,6,03,",33.3,",6,19,",,,3250.7,6,,,67,",6",,,,,,,,,,,,,,,14.9,",,,6",,,,,,,0,",,,6",17.25,",6",25.36,",,,6",9.15,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1937-06,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,151.3,6,115.5,",6",10,",6",8,",6",1,",6",,,0,",6",0,",6",0,",6",0,",6",26,",6",11,",6",,,,,19370605,",,6",,,19370630,"+,,6",,,19370608,",,6",19370623,",,6",3.3,",6,05,",,,0,",,6,30,+",36.3,",,6,08,",41.1,",6,23,",,,3289.1,6,,,38.4,",6",,,,,,,,,,,,,,,112.5,",,,6",,,,,,,0,",,,6",20.9,",6",28.53,",,,6",13.28,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1937-07,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,401,6,249.7,",6",8,",6",6,",6",0,",6",,,0,",6",0,",6",0,",6",0,",6",31,",6",30,",6",,,,,19370726,",,6",,,19370731,"+,,6",,,19370716,",,6",19370704,",,6",13.9,",6,26,",,,0,",,6,31,+",7.6,",,6,16,",40,",6,04,",,,0,6,,,0,",6",,,,,,,,,,,,,,,34.6,",,,6",,,,,,,0,",,,6",26.39,",6",35.47,",,,6",17.3,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1937-08,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,679.8,6,278.8,",6",7,",6",3,",6",0,",6",,,0,",6",0,",6",0,",6",0,",6",31,",6",29,",6",,,,,19370830,"+,,6",,,19370831,"+,,6",,,19370803,",,6",19370809,",,6",15,",6,30,+",,,0,",,6,31,+",10.2,",,6,03,",42.2,",6,09,",,,0,6,,,0,",6",,,,,,,,,,,,,,,25.7,",,,6",,,,,,,0,",,,6",27.33,",6",36.27,",,,6",18.38,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1937-09,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,776.9,6,97.1,",6",3,",6",2,",6",0,",6",,,0,",6",0,",6",0,",6",0,",6",29,",6",12,",6",,,,,19370925,",,6",,,19370930,"+,,6",,,19370907,",,6",19370922,"+,,6",3.9,",6,25,",,,0,",,6,30,+",7.4,",,6,07,",35.6,",6,22,+",,,16.3,6,,,16.3,",6",,,,,,,,,,,,,,,12.2,",,,6",,,,,,,0,",,,6",21.03,",6",29.6,",,,6",12.45,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1937-10,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,784.1,6,7.2,",6",5,",6",1,",6",0,",6",,,0,",6",0,",6",1,",6",0,",6",20,",6",1,",6",,,,,19371022,",,6",,,19371031,"+,,6",,,19371016,",,6",19371004,",,6",-1.1,",6,22,",,,0,",,6,31,+",20.8,",,6,16,",32.2,",6,04,",,,191.3,6,,,175,",6",,,,,,,,,,,,,,,25.7,",,,6",,,,,,,0,",,,6",12.92,",6",21.27,",,,6",4.57,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1937-11,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,784.1,6,0,",6",3,",6",1,",6",0,",6",,,1,",6",0,",6",21,",6",3,",6",3,",6",0,",6",,,,,19371119,",,6",,,19371127,",,6",,,19371127,",,6",19371107,",,6",-15.6,",6,19,",,,33,",,6,27,",3.3,",,6,27,",24.4,",6,07,",,,604,6,,,412.7,",6",,,,,,,,,,,,,,,5.1,",,,6",,,,,,,46,",,,6",4.58,",6",11.83,",,,6",-2.68,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1937-12,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,784.1,6,0,",6",7,",6",2,",6",0,",6",,,2,",6",0,",6",31,",6",7,",6",1,",6",0,",6",,,,,19371208,",,6",,,19371212,",,6",,,19371212,",,6",19371211,",,6",-15,",6,08,",,,53,",,6,12,",5.6,",,6,12,",21.1,",6,11,",,,1184.7,6,,,580.7,",6",,,,,,,,,,,,,,,12.6,",,,6",,,,,,,123,",,,6",-0.4,",6",5.98,",,,6",-6.78,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1938-01,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,0,6,0,",6",4,",6",0,",6",0,",6",,,1,",6",1,",6",29,",6",2,",6",0,",6",0,",6",,,,,19380130,",,6",,,19380119,",,6",,,19380119,",,6",19380128,",,6",-20.6,",6,30,",,,25,",,6,19,",2,",,6,19,",18.3,",6,28,",,,1717,6,,,532.3,",6",,,,,,,,,,,,,,,4.1,",,,6",,,,,,,46,",,,6",1.16,",6",7.83,",,,6",-5.51,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1938-02,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,0,6,0,",6",5,",6",0,",6",0,",6",,,0,",6",0,",6",23,",6",5,",6",1,",6",0,",6",,,,,19380216,",,6",,,19380217,",,6",,,19380217,",,6",19380212,",,6",-16.7,",6,16,",,,13,",,6,17,",1.3,",,6,17,",22.2,",6,12,",,,2163.4,6,,,446.4,",6",,,,,,,,,,,,,,,3.9,",,,6",,,,,,,39,",,,6",2.39,",6",9.92,",,,6",-5.14,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1938-03,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,0,6,0,",6",10,",6",3,",6",1,",6",,,0,",6",0,",6",13,",6",0,",6",7,",6",0,",6",,,,,19380306,",,6",,,19380315,",,6",,,19380315,",,6",19380321,",,6",-7.8,",6,06,",,,13,",,6,15,",38.6,",,6,15,",25,",6,21,",,,2475.6,6,,,312.2,",6",,,,,,,,,,,,,,,64.7,",,,6",,,,,,,24,",,,6",8.26,",6",16.02,",,,6",0.51,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1938-04,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,4.5,6,4.5,",6",8,",6",4,",6",0,",6",,,1,",6",0,",6",9,",6",1,",6",13,",6",0,",6",,,,,19380408,",,6",,,19380407,",,6",,,19380414,",,6",19380429,",,6",-9.4,",6,08,",,,30,",,6,07,",13.7,",,6,14,",30.6,",6,29,",,,2707,6,,,231.4,",6",,,,,,,,,,,,,,,37.4,",,,6",,,,,,,48,",,,6",10.77,",6",18.46,",,,6",3.08,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1938-05,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,27.9,6,23.4,",6",11,",6",7,",6",1,",6",,,2,",6",0,",6",1,",6",0,",6",21,",6",1,",6",,,,,19380507,",,6",,,19380507,",,6",,,19380530,",,6",19380528,",,6",-0.6,",6,07,",,,150,",,6,07,",44.7,",,6,30,",34.4,",6,28,",,,2809.5,6,,,102.5,",6",,,,,,,,,,,,,,,112.8,",,,6",,,,,,,175,",,,6",15.78,",6",22.89,",,,6",8.68,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1938-06,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,157.5,6,129.6,",6",7,",6",5,",6",0,",6",,,0,",6",0,",6",0,",6",0,",6",30,",6",14,",6",,,,,19380607,",,6",,,19380630,"+,,6",,,19380616,",,6",19380630,"+,,6",8.9,",6,07,",,,0,",,6,30,+",8.1,",,6,16,",36.7,",6,30,+",,,2814.8,6,,,5.3,",6",,,,,,,,,,,,,,,26.9,",,,6",,,,,,,0,",,,6",22.48,",6",30.55,",,,6",14.4,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1938-07,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,399.5,6,242,",6",13,",6",8,",6",0,",6",,,0,",6",0,",6",0,",6",0,",6",31,",6",24,",6",,,,,19380707,",,6",,,19380731,"+,,6",,,19380728,",,6",19380710,",,6",12.8,",6,07,",,,0,",,6,31,+",12.7,",,6,28,",41.1,",6,10,",,,0,6,,,0,",6",,,,,,,,,,,,,,,56.7,",,,6",,,,,,,0,",,,6",26.14,",6",35.01,",,,6",17.27,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1938-08,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,664.5,6,265,",6",6,",6",5,",6",1,",6",,,0,",6",0,",6",0,",6",0,",6",31,",6",26,",6",,,,,19380821,",,6",,,19380831,"+,,6",,,19380829,",,6",19380802,",,6",12.2,",6,21,",,,0,",,6,31,+",51.6,",,6,29,",42.2,",6,02,",,,0,6,,,0,",6",,,,,,,,,,,,,,,96.6,",,,6",,,,,,,0,",,,6",26.88,",6",35.91,",,,6",17.85,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1938-09,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,755.9,6,91.4,",6",7,",6",1,",6",0,",6",,,,,0,",6",0,",6",0,",6",29,",6",14,",6",,,,,19380919,",,6",,,,,,,19380903,",,6",19380925,"+,,6",2.8,",6,19,",,,,,9.9,",,6,03,",34.4,",6,25,+",,,13.8,6,,,13.8,",6",,,,,,,,,,,,,,,19.3,",,,6",,,,,,,,,20.92,",6",29.23,",,,6",12.61,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1938-10,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,784,6,28.1,",6",1,",6",1,",6",0,",6",,,,,0,",6",4,",6",0,",6",24,",6",4,",6",,,,,19381023,",,6",,,,,,,19381009,",,6",19381001,",,6",-6.7,",6,23,",,,,,2.8,",,6,09,",33.9,",6,01,",,,118.8,6,,,105,",6",,,,,,,,,,,,,,,2.8,",,,6",,,,,,,,,15.85,",6",25.05,",,,6",6.65,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1938-11,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,784,6,0,",6",3,",6",1,",6",0,",6",,,1,",6",0,",6",25,",6",3,",6",2,",6",0,",6",,,,,19381124,",,6",,,19381106,",,6",,,19381106,",,6",19381101,",,6",-15.6,",6,24,",,,41,",,6,06,",4.1,",,6,06,",22.8,",6,01,",,,561.4,6,,,442.6,",6",,,,,,,,,,,,,,,4.9,",,,6",,,,,,,49,",,,6",3.58,",6",11.62,",,,6",-4.47,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1938-12,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,784,6,0,",6",4,",6",0,",6",0,",6",,,1,",6",0,",6",29,",6",2,",6",0,",6",0,",6",,,,,19381227,",,6",,,19381217,",,6",,,19381217,",,6",19381209,",,6",-16.7,",6,27,",,,28,",,6,17,",2.3,",,6,17,",20.6,",6,09,",,,1090.8,6,,,529.4,",6",,,,,,,,,,,,,,,3.9,",,,6",,,,,,,33,",,,6",1.26,",6",8.8,",,,6",-6.28,",,,6",,,,,,,,,,,,,,,,,,,,
USW00023065,1939-01,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,0,6,0,",6",5,",6",1,",6",0,",6",,,1,",6",0,",6",28,",6",1,",6",0,",6",0,",6",,,,,19390115,",,6",,,19390123,",,6",,,19390109,",,6",19390101,",,6",-12.8,",6,15,",,,25,",,6,23,",11.9,",,6,09,",20,",6,01,",,,1594.2,6,,,503.4,",6",,,,,,,,,,,,,,,16,",,,6",,,,,,,46,",,,6",2.1,",6",8.29,",,,6",-4.1,",,,6",,,,,,,,,,,,,,,,,,,,
