"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00013957","1967-09","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1208.4","0","145.4",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","2",",0","9","","1","","19670929",",,0","19670930","+,,0","19670930","+,,0","","","19670905",",,0","19670919",",,0","5.6",",0,29,","0",",,0,30,+","0",",,0,30,+","19.6",",,0,05,","32.8",",0,19,","8.6","0","8.6",",0","32.3",",,,0","56.0",",X","","","","","","","0",",,,0","22.89",",0","28.30",",,,0","17.49",",,,0","12414",",X","350",",X","","","","","180",",X","8.9",",X","","","","","10.8",",X"
"USW00013957","1967-10","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1275.5","0","67.1",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","3",",0","7","","1","","19671031",",,0","19671031","+,,0","19671031","+,,0","1","","19671015",",,0","19671004","+,,0","5.0",",0,31,","0",",,0,31,+","0",",,0,31,+","11.9",",,0,15,","33.3",",0,04,+","49.6","0","41.0",",0","34.0",",,,0","71.9",",X","","","","","","","0",",,,0","19.17",",0","27.13",",,,0","11.22",",,,0","15294",",X","320",",X","","","","","315",",X","11.2",",X","","","","","19.0",",X"
"USW00013957","1967-11","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1283.3","0","7.8",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","18",",0","0",",0","6","","2","","19671104",",,0","19671130","+,,0","19671130","+,,0","1","","19671128",",,0","19671125","+,,0","-0.6",",0,04,","0",",,0,30,+","0",",,0,30,+","9.9",",,0,28,","28.3",",0,25,+","189.5","0","139.9",",0","18.1",",,,0","66.1",",X","","","","","","","0",",,,0","13.93",",0","21.20",",,,0","6.65",",,,0","12582",",X","270",",X","","","","","270",",X","12.5",",X","","","","","19.5",",X"
"USW00013957","1967-12","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1288.0","0","4.7",",0","14",",0","10",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","10",",0","0",",0","17","","6","","19671229","+,,0","19671228","+,,0","19671227",",,0","3","","19671215",",,0","19671220",",,0","-4.4",",0,29,+","0",",T,0,28,+","18",",,0,27,","23.6",",,0,15,","26.7",",0,20,","471.6","0","282.1",",0","99.6",",,,0","46.1",",X","","","","","","","18",",,,0","9.38",",0","15.10",",,,0","3.67",",,,0","8634",",X","320",",X","","","","","315",",X","12.1",",X","","","","","17.0",",X"
"USW00013957","1968-01","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1.9","0","1.9",",0","15",",0","8",",0","3",",0","0",",0","1",",0","0",",0","13",",0","2",",0","4",",0","0",",0","19","","3","","19680108",",,0","19680109",",,0","19680108",",,0","1","","19680109",",,0","19680131",",,0","-7.8",",0,08,","0",",T,0,09,","25",",,0,08,","72.1",",,0,09,","24.4",",0,31,","812.0","0","340.4",",0","211.6",",,,0","31.4",",X","","","","","","","25",",,,0","7.42",",0","11.79",",,,0","3.05",",,,0","6024",",X","300",",X","","","","","315",",X","10.3",",X","","","","","15.4",",X"
"USW00013957","1968-02","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1.9","0","0.0",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","0",",0","0",",0","6","","","","19680222",",,0","19680223","+,,0","19680222",",,0","","","19680214",",,0","19680227",",,0","-6.1",",0,22,","0",",T,0,23,+","10",",,0,22,","23.6",",,0,14,","20.6",",0,27,","1156.6","0","344.6",",0","56.3",",,,0","62.0",",X","","","","","","","10",",,,0","6.45",",0","12.44",",,,0","0.46",",,,0","11928",",X","320",",X","","","","","315",",X","10.3",",X","","","","","18.5",",X"
"USW00013957","1968-03","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","18.7","0","16.8",",0","11",",0","6",",0","0",",0","0",",0","1",",0","0",",0","6",",0","0",",0","15",",0","0",",0","14","","","","19680301",",,0","19680331","+,,0","19680321",",,0","4","","19680321",",,0","19680310",",,0","-5.0",",0,01,","0",",,0,31,+","38",",,0,21,","17.3",",,0,21,","27.8",",0,10,","1331.5","0","174.9",",0","48.2",",,,0","46.7",",X","","","","","","","38",",,,0","13.23",",0","19.59",",,,0","6.87",",,,0","10440",",X","290",",X","","","","","180",",X","9.8",",X","","","","","14.4",",X"
"USW00013957","1968-04","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","71.6","0","52.9",",0","12",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","17","","1","","19680406",",,0","19680430","+,,0","19680430","+,,0","7","","19680427",",,0","19680422",",,0","3.9",",0,06,","0",",,0,30,+","0",",,0,30,+","53.3",",,0,27,","29.4",",0,22,","1360.7","0","29.2",",0","238.3",",,,0","48.5",",X","","","","","","","0",",,,0","19.13",",0","24.70",",,,0","13.55",",,,0","11370",",X","340",",X","","","","","180",",X","9.8",",X","","","","","16.4",",X"
"USW00013957","1968-05","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","203.6","0","132.0",",0","12",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","7","","1","","19680501",",,0","19680531","+,,0","19680531","+,,0","9","","19680517",",,0","19680524",",,0","10.6",",0,01,","0",",,0,31,+","0",",,0,31,+","31.8",",,0,17,","32.2",",0,24,","1360.7","0","0.0",",0","153.9",",,,0","56.8",",X","","","","","","","0",",,,0","22.59",",0","27.88",",,,0","17.30",",,,0","14628",",X","340",",X","","","","","360",",X","13.4",",X","","","","","21.6",",X"
"USW00013957","1968-06","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","454.6","0","251.0",",0","10",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","20",",0","3","","","","19680627",",,0","19680630","+,,0","19680630","+,,0","6","","19680626",",,0","19680612",",,0","15.0",",0,27,","0",",,0,30,+","0",",,0,30,+","41.4",",,0,26,","36.1",",0,12,","1360.7","0","0.0",",0","70.7",",,,0","58.6",",X","","","","","","","0",",,,0","26.70",",0","31.99",",,,0","21.41",",,,0","15036",",X","160",",X","","","","","180",",X","13.0",",X","","","","","15.9",",X"
"USW00013957","1968-07","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","729.3","0","274.7",",0","8",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","22",",0","6","","","","19680705",",,0","19680731","+,,0","19680731","+,,0","9","","19680718",",,0","19680718",",,0","16.7",",0,05,","0",",,0,31,+","0",",,0,31,+","53.8",",,0,18,","35.6",",0,18,","0.0","0","0.0",",0","118.9",",,,0","62.6",",X","","","","","","","0",",,,0","27.20",",0","32.41",",,,0","21.98",",,,0","16344",",X","130",",X","","","","","225",",X","12.5",",X","","","","","18.0",",X"
"USW00013957","1968-08","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1020.6","0","291.3",",0","11",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","24",",0","6","","1","","19680829",",,0","19680831","+,,0","19680831","+,,0","8","","19680810",",,0","19680825","+,,0","17.8",",0,29,","0",",,0,31,+","0",",,0,31,+","27.4",",,0,10,","35.0",",0,25,+","0.0","0","0.0",",0","48.1",",,,0","68.8",",X","","","","","","","0",",,,0","27.73",",0","33.04",",,,0","22.42",",,,0","16812",",X","350",",X","","","","","135",",X","13.4",",X","","","","","16.4",",X"
"USW00013957","1968-09","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1164.3","0","143.7",",0","6",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","7","","2","","19680927","+,,0","19680930","+,,0","19680930","+,,0","4","","19680915",",,0","19680902",",,0","13.3",",0,27,+","0",",,0,30,+","0",",,0,30,+","124.7",",,0,15,","33.3",",0,02,","0.0","0","0.0",",0","243.6",",,,0","68.4",",X","","","","","","","0",",,,0","23.12",",0","28.79",",,,0","17.46",",,,0","15144",",X","30",",X","","","","","360",",X","9.4",",X","","","","","16.4",",X"
"USW00013957","1968-10","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1224.9","0","60.6",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","11","","3","","19681029",",,0","19681031","+,,0","19681031","+,,0","2","","19681009",",,0","19681002","+,,0","3.3",",0,29,","0",",,0,31,+","0",",,0,31,+","23.9",",,0,09,","31.1",",0,02,+","33.6","0","33.6",",0","48.4",",,,0","67.8",",X","","","","","","","0",",,,0","19.20",",0","25.55",",,,0","12.86",",,,0","14256",",X","360",",X","","","","","180",",X","9.4",",X","","","","","13.9",",X"
"USW00013957","1968-11","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1230.7","0","5.8",",0","9",",0","8",",0","2",",0","0",",0","0",",0","0",",0","2",",0","0",",0","10",",0","0",",0","9","","1","","19681112",",,0","19681130","+,,0","19681130","+,,0","6","","19681130",",,0","19681101",",,0","-2.2",",0,12,","0",",,0,30,+","0",",,0,30,+","41.9",",,0,30,","28.3",",0,01,","228.9","0","195.3",",0","148.7",",,,0","52.1",",X","","","","","","","0",",,,0","12.02",",0","18.00",",,,0","6.04",",,,0","9936",",X","250",",X","","","","","225",",X","14.3",",X","","","","","15.4",",X"
"USW00013957","1968-12","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1230.7","0","0.0",",0","9",",0","7",",0","1",",0","0",",0","0",",0","0",",0","11",",0","0",",0","1",",0","0",",0","4","","1","","19681224",",,0","19681231","+,,0","19681222",",,0","2","","19681212",",,0","19681227",",,0","-4.4",",0,24,","0",",,0,31,+","0",",T,0,22,","35.3",",,0,12,","21.1",",0,27,","545.9","0","317.0",",0","83.1",",,,0","51.6",",X","","","","","","","0",",T,,0","8.11",",0","13.89",",,,0","2.33",",,,0","9684",",X","280",",X","","","","","270",",X","14.8",",X","","","","","21.6",",X"
"USW00013957","1969-01","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","8.4","0","8.4",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","5",",0","0",",0","12","","2","","19690105",",,0","19690131","+,,0","19690131","+,,0","2","","19690130",",,0","19690129","+,,0","-6.7",",0,05,","0",",,0,31,+","0",",,0,31,+","8.4",",,0,30,","25.6",",0,29,+","824.1","0","278.2",",0","29.0",",,,0","42.2",",X","","","","","","","0",",,,0","9.63",",0","14.29",",,,0","4.97",",,,0","8040",",X","200",",X","","","","","180",",X","13.0",",X","","","","","20.0",",X"
"USW00013957","1969-02","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","8.4","0","0.0",",0","9",",0","5",",0","2",",0","0",",0","0",",0","0",",0","2",",0","0",",0","4",",0","0",",0","13","","1","","19690204",",,0","19690228","+,,0","19690228","+,,0","3","","19690214",",,0","19690207",",,0","-2.8",",0,04,","0",",,0,28,+","0",",,0,28,+","48.0",",,0,14,","25.0",",0,07,","1070.7","0","246.6",",0","109.7",",,,0","52.2",",X","","","","","","","0",",,,0","9.53",",0","14.78",",,,0","4.27",",,,0","9672",",X","290",",X","","","","","315",",X","10.3",",X","","","","","15.4",",X"
"USW00013957","1969-03","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","8.4","0","0.0",",0","11",",0","9",",0","4",",0","0",",0","0",",0","0",",0","5",",0","0",",0","6",",0","0",",0","11","","","","19690311","+,,0","19690331","+,,0","19690305",",,0","1","","19690323",",,0","19690319",",,0","-2.8",",0,11,+","0",",,0,31,+","0",",T,0,05,","35.6",",,0,23,","26.7",",0,19,","1326.8","0","256.1",",0","183.8",",,,0","56.0",",X","","","","","","","0",",T,,0","10.07",",0","15.35",",,,0","4.80",",,,0","12492",",X","160",",X","","","","","180",",X","12.1",",X","","","","","16.4",",X"
"USW00013957","1969-04","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","38.0","0","29.6",",0","7",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","11","","","","19690425","+,,0","19690430","+,,0","19690430","+,,0","7","","19690404",",,0","19690422",",,0","8.3",",0,25,+","0",",,0,30,+","0",",,0,30,+","40.4",",,0,04,","28.3",",0,22,","1354.1","0","27.3",",0","168.5",",,,0","60.3",",X","","","","","","","0",",,,0","18.41",",0","23.92",",,,0","12.90",",,,0","14142",",X","350",",X","","","","","180",",X","10.3",",X","","","","","14.9",",X"
"USW00013957","1969-05","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","167.2","0","129.2",",0","9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","4",",0","11","","2","","19690509",",,0","19690531","+,,0","19690531","+,,0","7","","19690507",",,0","19690531","+,,0","10.0",",0,09,","0",",,0,31,+","0",",,0,31,+","41.9",",,0,07,","32.2",",0,31,+","1355.5","0","1.4",",0","131.4",",,,0","61.4",",X","","","","","","","0",",,,0","22.46",",0","28.23",",,,0","16.69",",,,0","15870",",X","220",",X","","","","","225",",X","15.6",",X","","","","","18.0",",X"
"USW00013957","1969-06","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","424.8","0","257.6",",0","3",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","19",",0","","","","","19690605",",,0","19690630","+,,0","19690630","+,,0","1","","19690601",",,0","19690629","+,,0","12.8",",0,05,","0",",,0,30,+","0",",,0,30,+","29.0",",,0,01,","37.8",",0,29,+","1355.5","0","0.0",",0","29.6",",,,0","84.9",",X","","","","","","","0",",,,0","26.92",",0","32.67",",,,0","21.17",",,,0","21816",",X","160",",X","","","","","315",",X","10.3",",X","","","","","32.9",",X"
"USW00013957","1969-07","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","795.4","0","370.6",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","30",",0","","","","","19690730",",,0","19690731","+,,0","19690731","+,,0","5","","19690728",",,0","19690715","+,,0","20.0",",0,30,","0",",,0,31,+","0",",,0,31,+","15.5",",,0,28,","39.4",",0,15,+","0.0","0","0.0",",0","27.0",",,,0","73.0",",X","","","","","","","0",",,,0","30.29",",0","36.42",",,,0","24.15",",,,0","19044",",X","30",",X","","","","","315",",X","12.5",",X","","","","","17.5",",X"
"USW00013957","1969-08","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1127.8","0","332.4",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","29",",0","","","","","19690804",",,0","19690831","+,,0","19690831","+,,0","3","","19690822",",,0","19690810",",,0","19.4",",0,04,","0",",,0,31,+","0",",,0,31,+","7.1",",,0,22,","40.6",",0,10,","0.0","0","0.0",",0","12.7",",,,0","65.7",",X","","","","","","","0",",,,0","29.05",",0","35.66",",,,0","22.45",",,,0","16266",",X","220",",X","","","","","135",",X","8.9",",X","","","","","15.9",",X"
"USW00013957","1969-09","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1347.1","0","219.3",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","16",",0","5","","2","","19690930","+,,0","19690930","+,,0","19690930","+,,0","4","","19690916",",,0","19690907","+,,0","13.9",",0,30,+","0",",,0,30,+","0",",,0,30,+","12.2",",,0,16,","36.1",",0,07,+","0.0","0","0.0",",0","24.7",",,,0","77.2",",X","","","","","","","0",",,,0","25.64",",0","31.94",",,,0","19.34",",,,0","17166",",X","330",",X","","","","","315",",X","11.6",",X","","","","","16.4",",X"
"USW00013957","1969-10","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1443.4","0","96.3",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","7",",0","7","","2","","19691015",",,0","19691031","+,,0","19691031","+,,0","2","","19691030",",,0","19691002",",,0","5.6",",0,15,","0",",,0,31,+","0",",,0,31,+","38.9",",,0,30,","33.9",",0,02,","48.9","0","48.9",",0","80.3",",,,0","63.4",",X","","","","","","","0",",,,0","19.86",",0","25.96",",,,0","13.76",",,,0","13500",",X","170",",X","","","","","225",",X","10.3",",X","","","","","17.5",",X"
"USW00013957","1969-11","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1448.7","0","5.3",",0","6",",0","2",",0","2",",0","0",",0","0",",0","0",",0","5",",0","0",",0","13",",0","0",",0","11","","3","","19691115",",,0","19691130","+,,0","19691130","+,,0","5","","19691117",",,0","19691111",",,0","-3.9",",0,15,","0",",,0,30,+","0",",,0,30,+","117.9",",,0,17,","28.9",",0,11,","226.2","0","177.3",",0","190.6",",,,0","70.8",",X","","","","","","","0",",,,0","12.60",",0","19.38",",,,0","5.82",",,,0","13380",",X","330",",X","","","","","315",",X","10.3",",X","","","","","14.9",",X"
"USW00013957","1969-12","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1448.7","0","0.0",",0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","5",",0","0",",0","4",",0","0",",0","12","","5","","19691226",",,0","19691231","+,,0","19691230",",,0","2","","19691229",",,0","19691215","+,,0","-2.8",",0,26,","0",",,0,31,+","0",",T,0,30,","29.7",",,0,29,","21.7",",0,15,+","514.0","0","287.8",",0","100.4",",,,0","53.7",",X","","","","","","","0",",T,,0","9.05",",0","14.37",",,,0","3.73",",,,0","10062",",X","340",",X","","","","","315",",X","11.2",",X","","","","","15.9",",X"
"USW00013957","1970-01","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","4.4","0","4.4",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","18",",0","1",",0","4",",0","0",",0","12","","2","","19700107",",,0","19700107","+,,0","19700119","+,,0","","","19700105",",,0","19700128","+,,0","-9.4",",0,07,","0",",T,0,07,+","0",",T,0,19,+","23.6",",,0,05,","26.1",",0,28,+","914.4","0","400.4",",0","31.3",",,,0","43.0",",X","","","","","","","0",",T,,0","5.56",",0","10.62",",,,0","0.50",",,,0","8274",",X","300",",X","","","","","225",",X","10.7",",X","","","","","17.5",",X"
"USW00013957","1970-02","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","4.4","0","0.0",",0","10",",0","5",",0","3",",0","0",",0","0",",0","0",",0","6",",0","0",",0","4",",0","0",",0","4","","","","19700203",",,0","19700228","+,,0","19700228","+,,0","1","","19700224",",,0","19700218",",,0","-5.6",",0,03,","0",",,0,28,+","0",",,0,28,+","38.9",",,0,24,","25.0",",0,18,","1157.9","0","243.5",",0","119.6",",,,0","54.0",",X","","","","","","","0",",,,0","9.64",",0","15.60",",,,0","3.67",",,,0","10032",",X","190",",X","","","","","180",",X","11.2",",X","","","","","13.4",",X"
"USW00013957","1970-03","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","6.6","0","2.2",",0","11",",0","7",",0","2",",0","0",",0","0",",0","0",",0","1",",0","0",",0","7",",0","0",",0","11","","1","","19700314",",,0","19700331","+,,0","19700331","+,,0","3","","19700303",",,0","19700324",",,0","-1.7",",0,14,","0",",,0,31,+","0",",,0,31,+","47.8",",,0,03,","25.6",",0,24,","1353.5","0","195.6",",0","109.4",",,,0","47.4",",X","","","","","","","0",",,,0","12.10",",0","17.41",",,,0","6.78",",,,0","10656",",X","310",",X","","","","","270",",X","13.4",",X","","","","","19.0",",X"
"USW00013957","1970-04","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","80.6","0","74.0",",0","12",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","9","","1","","19700403",",,0","19700430","+,,0","19700430","+,,0","5","","19700430",",,0","19700422",",,0","2.2",",0,03,","0",",,0,30,+","0",",,0,30,+","54.6",",,0,30,","30.6",",0,22,","1387.7","0","34.2",",0","130.1",",,,0","40.4",",X","","","","","","","0",",,,0","19.66",",0","25.11",",,,0","14.20",",,,0","9330",",X","300",",X","","","","","315",",X","11.2",",X","","","","","18.0",",X"
"USW00013957","1970-05","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","220.8","0","140.2",",0","9",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","2",",0","7","","","","19700504",",,0","19700531","+,,0","19700531","+,,0","5","","19700526",",,0","19700521","+,,0","8.9",",0,04,","0",",,0,31,+","0",",,0,31,+","54.6",",,0,26,","32.2",",0,21,+","1396.0","0","8.3",",0","110.8",",,,0","69.4",",X","","","","","","","0",",,,0","22.59",",0","28.76",",,,0","16.41",",,,0","17814",",X","130",",X","","","","","90",",X","16.5",",X","","","","","33.4",",X"
"USW00013957","1970-06","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","450.2","0","229.4",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","17",",0","6","","1","","19700603",",,0","19700630","+,,0","19700630","+,,0","4","","19700601",",,0","19700630",",,0","12.2",",0,03,","0",",,0,30,+","0",",,0,30,+","22.4",",,0,01,","35.0",",0,30,","1396.1","0","0.1",",0","29.0",",,,0","72.9",",X","","","","","","","0",",,,0","25.98",",0","31.41",",,,0","20.54",",,,0","18726",",X","180",",X","","","","","180",",X","11.2",",X","","","","","13.9",",X"
"USW00013957","1970-07","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","737.8","0","287.6",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","22",",0","6","","","","19700706",",,0","19700731","+,,0","19700731","+,,0","6","","19700712",",,0","19700703",",,0","16.7",",0,06,","0",",,0,31,+","0",",,0,31,+","31.0",",,0,12,","37.8",",0,03,","0.0","0","0.0",",0","100.3",",,,0","71.6",",X","","","","","","","0",",,,0","27.61",",0","32.88",",,,0","22.34",",,,0","18726",",X","200",",X","","","","","360",",X","12.5",",X","","","","","13.4",",X"
